AnlyTxHack__Account_External_Id__c,Priority,AnlyTxHack__EstimatedClosedDate__c,AnlyTxHack__CSAT__c,Origin,Reason,AnlyTxHack__SLAViolation__c,AnlyTxHack__SLA_Type__c,Status,Subject,AnlyTxHack__Country__c,AnlyTxHack__Solved_By__c,AnlyTxHack__Industry_Type__c
0012w00000LRfh5AAD,Low,2020-05-21,36,Web,Equipment Design,Compliant,Basic,Closed,Case about Phones,Belarus,Call center Agent,Construction
0012w00000LRfh6AAD,Medium,2020-05-22,97,Web,Other,Compliant,Premium,Closed,Case about Phones,Brazil,Onsite Agent,Health Care
0012w00000LRfh7AAD,Low,2020-05-23,18,Chat,Performance,Compliant,Premium,Closed,Case about Phones,Belgium,Self,Manufacturing
0012w00000LRfh8AAD,Low,2020-05-24,34,Phone,Breakdown,Compliant,Premium,Closed,Case about Phones,China,Knowledge Portal,Consumer Goods
0012w00000LRfh9AAD,Low,2020-05-25,103,Chat,Equipment Complexity,Compliant,Premium,Closed,Case about Phones,United Arab Emirates,Chatbot,Health Care
0012w00000LRfhAAAT,Low,2020-05-26,42,Web,Performance,Compliant,Basic,Closed,Case about Phones,United States of America,Call center Agent,Entertainment
0012w00000LRfhBAAT,Medium,2020-05-27,92,Email,Equipment Design,Compliant,Basic,Closed,Case about Phones,India,Onsite Agent,Computer Software
0012w00000LRfhCAAT,Low,2020-05-28,38,Phone,Breakdown,Open Violation,Premium,Closed,Case about Phones,The United Kingdom,Self,Construction
0012w00000LRfhDAAT,Low,2020-05-29,81,Email,Performance,Compliant,Premium,Closed,Case about Phones,Russia,Knowledge Portal,Health Care
0012w00000LRfhEAAT,Low,2020-05-30,24,Web,Equipment Complexity,Compliant,Basic,Closed,Case about Phones,Canada,Chatbot,Manufacturing
0012w00000LRfhFAAT,Low,2020-05-31,33,Web,Feedback,Compliant,Premium,Closed,Case about Phones,Israel,Call center Agent,Consumer Goods
0012w00000LRfhGAAT,High,2020-06-01,77,Chat,Equipment Design,Compliant,Basic,Closed,Case about Phones,Australia,Onsite Agent,Health Care
0012w00000LRfhHAAT,Low,2020-06-02,48,Chat,Other,Compliant,Basic,Closed,Case about Phones,Austria,Self,Entertainment
0012w00000LRfhIAAT,Low,2020-06-03,84,Email,Performance,Compliant,Basic,Closed,Case about Phones,Belarus,Knowledge Portal,Computer Software
0012w00000LRfmmAAD,Medium,2020-06-04,39,Email,Other,Compliant,Basic,Closed,Case about Phones,Brazil,Chatbot,Construction
0012w00000LRfmnAAD,Low,2020-06-05,116,Email,Other,Compliant,Basic,Closed,Case about Phones,Belgium,Call center Agent,Health Care
0012w00000LRfmoAAD,Low,2020-06-06,37,Web,Breakdown,Open Violation,Basic,Closed,Case about Phones,China,Onsite Agent,Manufacturing
0012w00000LRfmpAAD,Low,2020-06-07,42,Web,Performance,Compliant,Premium,Closed,Case about Phones,United Arab Emirates,Self,Consumer Goods
0012w00000LRfmqAAD,Low,2020-06-08,84,Web,Installation,Compliant,Basic,Closed,Case about Phones,United States of America,Knowledge Portal,Health Care
0012w00000LRfmrAAD,Low,2020-06-09,48,Web,Equipment Design,Compliant,Basic,Closed,Case about Phones,India,Chatbot,Entertainment
0012w00000LRfmsAAD,Low,2020-06-10,101,Phone,Feedback,Compliant,Basic,Closed,Case about Phones,The United Kingdom,Call center Agent,Computer Software
0012w00000LRfmtAAD,Medium,2020-06-11,38,Email,Installation,Compliant,Premium,Closed,Case about Phones,Russia,Onsite Agent,Construction
0012w00000LRfmuAAD,Medium,2020-06-12,92,Chat,Equipment Complexity,Compliant,Premium,Closed,Case about Phones,Canada,Self,Health Care
0012w00000LRfmvAAD,High,2020-06-13,38,Phone,Breakdown,Compliant,Basic,Closed,Case about Phones,Israel,Knowledge Portal,Manufacturing
0012w00000LRfmwAAD,Low,2020-06-14,22,Phone,Equipment Design,Compliant,Premium,Closed,Case about Phones,Australia,Chatbot,Consumer Goods
0012w00000LRfmxAAD,Medium,2020-06-15,83,Chat,Performance,Compliant,Basic,Closed,Case about Phones,Austria,Call center Agent,Health Care
0012w00000LRfmyAAD,Low,2020-06-16,41,Web,Feedback,Compliant,Basic,Closed,Case about Phones,Belarus,Onsite Agent,Entertainment
0012w00000LRfmzAAD,Low,2020-06-17,91,Web,Installation,Open Violation,Premium,Closed,Case about Phones,Brazil,Self,Computer Software
0012w00000LRfn0AAD,Low,2020-06-18,27,Web,Other,Compliant,Premium,Closed,Case about Phones,Belgium,Knowledge Portal,Construction
0012w00000LRfn1AAD,Low,2020-06-19,98,Phone,Breakdown,Open Violation,Premium,Closed,Case about Phones,China,Chatbot,Health Care
0012w00000LRfn2AAD,Low,2020-06-20,28,Web,Installation,Compliant,Basic,Closed,Case about Phones,United Arab Emirates,Call center Agent,Manufacturing
0012w00000LRfn3AAD,High,2020-06-21,27,Web,Feedback,Compliant,Basic,Closed,Case about Phones,United States of America,Onsite Agent,Consumer Goods
0012w00000LRfn4AAD,Low,2020-06-22,116,Web,Installation,Compliant,Premium,Closed,Case about Phones,India,Self,Health Care
0012w00000LRfn5AAD,Medium,2020-06-23,39,Email,Other,Compliant,Premium,Closed,Case about Phones,The United Kingdom,Knowledge Portal,Entertainment
0012w00000LRfn6AAD,Low,2020-06-24,113,Web,Equipment Complexity,Compliant,Basic,Closed,Case about Phones,Russia,Chatbot,Computer Software
0012w00000LRfn7AAD,Medium,2020-06-25,38,Web,Performance,Compliant,Basic,Closed,Case about Phones,Canada,Call center Agent,Construction
0012w00000LRfn8AAD,Medium,2020-06-26,104,Web,Installation,Compliant,Basic,Closed,Case about Phones,Israel,Onsite Agent,Health Care
0012w00000LRfn9AAD,Low,2020-06-27,30,Web,Equipment Complexity,Compliant,Basic,Working,Case about Phones,Australia,Self,Manufacturing
0012w00000LRfnAAAT,Medium,2020-06-28,38,Chat,Equipment Complexity,Compliant,Premium,Waiting on Customer,Case about Phones,Austria,Knowledge Portal,Consumer Goods
0012w00000LRfshAAD,Low,2020-06-29,93,Email,Breakdown,Compliant,Basic,Attention,Case about Phones,Belarus,Chatbot,Health Care
0012w00000LRfsiAAD,Low,2020-06-30,20,Email,Feedback,Compliant,Basic,Working,Case about Phones,Brazil,Call center Agent,Entertainment
0012w00000LRfsjAAD,Low,2020-07-01,101,Web,Performance,Compliant,Premium,Closed,Case about Tablets,Belgium,Onsite Agent,Computer Software
0012w00000LRfskAAD,Medium,2020-07-02,38,Phone,Installation,Compliant,Basic,Closed,Case about Tablets,China,Self,Construction
0012w00000LRfslAAD,Low,2020-07-03,80,Chat,Feedback,Compliant,Premium,Closed,Case about Tablets,United Arab Emirates,Knowledge Portal,Health Care
0012w00000LRfsmAAD,Low,2020-07-04,37,Chat,Installation,Compliant,Basic,Closed,Case about Tablets,United States of America,Chatbot,Manufacturing
0012w00000LRfsnAAD,Low,2020-07-05,76,Chat,Equipment Design,Compliant,Basic,Closed,Case about Tablets,India,Call center Agent,Consumer Goods
0012w00000LRfsoAAD,Low,2020-07-06,94,Chat,Other,Compliant,Basic,Closed,Case about Tablets,The United Kingdom,Onsite Agent,Health Care
0012w00000LRfspAAD,Low,2020-07-07,35,Email,Other,Compliant,Basic,Closed,Case about Tablets,Russia,Self,Entertainment
0012w00000LRfsqAAD,Medium,2020-07-08,87,Web,Other,Compliant,Basic,Closed,Case about Tablets,Canada,Knowledge Portal,Computer Software
0012w00000LRfsrAAD,Low,2020-07-09,43,Web,Equipment Design,Compliant,Basic,Closed,Case about Tablets,Israel,Chatbot,Construction
0012w00000LRfssAAD,Low,2020-07-10,80,Web,Equipment Complexity,Compliant,Basic,Closed,Case about Tablets,Australia,Call center Agent,Health Care
0012w00000LRfstAAD,Low,2020-07-11,32,Email,Breakdown,Compliant,Basic,Closed,Case about Tablets,Austria,Onsite Agent,Manufacturing
0012w00000LRfsuAAD,Medium,2020-07-12,114,Chat,Equipment Complexity,Compliant,Premium,Closed,Case about Tablets,Belarus,Self,Consumer Goods
0012w00000LRfsvAAD,Low,2020-07-13,98,Web,Performance,Compliant,Basic,Closed,Case about Tablets,Brazil,Knowledge Portal,Health Care
0012w00000LRfswAAD,Medium,2020-07-14,38,Web,Other,Compliant,Basic,Closed,Case about Tablets,Belgium,Chatbot,Entertainment
0012w00000LRfsxAAD,Low,2020-07-15,90,Email,Breakdown,Compliant,Basic,Closed,Case about Tablets,China,Call center Agent,Computer Software
0012w00000LRfsyAAD,Low,2020-07-16,46,Phone,Breakdown,Compliant,Basic,Closed,Case about Tablets,United Arab Emirates,Onsite Agent,Construction
0012w00000LRfszAAD,Low,2020-07-17,81,Email,Breakdown,Compliant,Basic,Closed,Case about Tablets,United States of America,Self,Health Care
0012w00000LRft0AAD,Low,2020-07-18,39,Chat,Installation,Compliant,Basic,Closed,Case about Tablets,India,Knowledge Portal,Manufacturing
0012w00000LRft1AAD,Low,2020-07-19,100,Chat,Equipment Complexity,Compliant,Basic,Closed,Case about Tablets,The United Kingdom,Chatbot,Consumer Goods
0012w00000LRft2AAD,Medium,2020-07-20,94,Web,Equipment Complexity,Compliant,Basic,Closed,Case about Tablets,Russia,Call center Agent,Health Care
0012w00000LRft3AAD,Low,2020-07-21,38,Phone,Equipment Complexity,Compliant,Basic,Closed,Case about Tablets,Canada,Onsite Agent,Entertainment
0012w00000LRft4AAD,Low,2020-07-22,94,Phone,Installation,Open Violation,Premium,Closed,Case about Tablets,Israel,Self,Computer Software
0012w00000LRfhJAAT,Low,2020-07-23,48,Phone,Breakdown,Compliant,Basic,Closed,Case about Tablets,Australia,Knowledge Portal,Construction
0012w00000LRfhKAAT,Low,2020-07-24,80,Web,Installation,Compliant,Basic,Closed,Case about Tablets,Austria,Chatbot,Health Care
0012w00000LRfhLAAT,Low,2020-07-25,29,Chat,Installation,Compliant,Basic,Closed,Case about Tablets,Belarus,Call center Agent,Manufacturing
0012w00000LRfhMAAT,Medium,2020-07-26,91,Chat,Performance,Compliant,Basic,Closed,Case about Tablets,Brazil,Onsite Agent,Consumer Goods
0012w00000LRfhNAAT,Low,2020-07-27,108,Chat,Other,Compliant,Premium,Closed,Case about Tablets,Belgium,Self,Health Care
0012w00000LRfhOAAT,High,2020-07-28,24,Chat,Installation,Compliant,Premium,Closed,Case about Tablets,China,Knowledge Portal,Entertainment
0012w00000LRfhPAAT,Low,2020-07-29,110,Chat,Equipment Design,Open Violation,Premium,Closed,Case about Tablets,United Arab Emirates,Chatbot,Computer Software
0012w00000LRfhQAAT,Medium,2020-07-30,54,Phone,Performance,Open Violation,Premium,Closed,Case about Tablets,United States of America,Call center Agent,Construction
0012w00000LRfhRAAT,Medium,2020-07-31,85,Chat,Equipment Design,Compliant,Basic,Closed,Case about Tablets,India,Onsite Agent,Health Care
0012w00000LRfhSAAT,Low,2020-08-01,74,Phone,Breakdown,Compliant,Basic,Closed,Case about Tablets,The United Kingdom,Self,Manufacturing
0012w00000LRfhTAAT,Medium,2020-08-02,110,Email,Equipment Complexity,Compliant,Premium,Closed,Case about Tablets,Russia,Knowledge Portal,Consumer Goods
0012w00000LRfhUAAT,Medium,2020-08-03,88,Phone,Other,Compliant,Premium,Closed,Case about Tablets,Canada,Chatbot,Health Care
0012w00000LRfhVAAT,High,2020-08-04,29,Phone,Performance,Compliant,Premium,Closed,Case about Tablets,Israel,Call center Agent,Entertainment
0012w00000LRfhWAAT,Medium,2020-08-05,102,Phone,Performance,Compliant,Premium,Closed,Case about Tablets,Australia,Onsite Agent,Computer Software
0012w00000LRfhXAAT,Low,2020-08-06,50,Chat,Breakdown,Compliant,Basic,Closed,Case about Tablets,Austria,Self,Construction
0012w00000LRfhYAAT,Medium,2020-08-07,78,Email,Other,Compliant,Basic,Closed,Case about Tablets,Belarus,Knowledge Portal,Health Care
0012w00000LRfhZAAT,Low,2020-08-08,75,Phone,Equipment Complexity,Compliant,Premium,Closed,Case about Tablets,Brazil,Chatbot,Manufacturing
0012w00000LRfhaAAD,Low,2020-08-09,89,Email,Feedback,Compliant,Basic,Closed,Case about Tablets,Belgium,Call center Agent,Consumer Goods
0012w00000LRfhbAAD,Low,2020-08-10,103,Chat,Performance,Open Violation,Basic,Closed,Case about Tablets,China,Onsite Agent,Health Care
0012w00000LRfhcAAD,Medium,2020-08-11,33,Phone,Equipment Design,Compliant,Basic,Closed,Case about Tablets,United Arab Emirates,Self,Entertainment
0012w00000LRfhdAAD,Low,2020-08-12,76,Phone,Feedback,Compliant,Basic,Closed,Case about Tablets,United States of America,Knowledge Portal,Computer Software
0012w00000LRfheAAD,Low,2020-08-13,48,Phone,Performance,Compliant,Basic,Closed,Case about Tablets,India,Chatbot,Construction
0012w00000LRfhfAAD,Medium,2020-08-14,104,Web,Performance,Compliant,Premium,Closed,Case about Tablets,The United Kingdom,Call center Agent,Health Care
0012w00000LRfnBAAT,Medium,2020-08-15,68,Phone,Feedback,Compliant,Basic,Closed,Case about Tablets,Russia,Onsite Agent,Manufacturing
0012w00000LRfnCAAT,Low,2020-08-16,32,Phone,Breakdown,Compliant,Basic,Closed,Case about Tablets,Canada,Self,Consumer Goods
0012w00000LRfnDAAT,Low,2020-08-17,60,Phone,Performance,Compliant,Basic,Attention,Case about Tablets,Israel,Knowledge Portal,Health Care
0012w00000LRfnEAAT,Medium,2020-08-18,48,Chat,Equipment Design,Compliant,Premium,Working,Case about Tablets,Australia,Chatbot,Entertainment
0012w00000LRfnFAAT,Low,2020-08-19,87,Chat,Breakdown,Compliant,Premium,Working,Case about Tablets,Austria,Call center Agent,Computer Software
0012w00000LRfnGAAT,Low,2020-08-20,32,Phone,Other,Compliant,Basic,Closed,Case about Tablets,Belarus,Onsite Agent,Construction
0012w00000LRfnHAAT,Low,2020-08-21,93,Phone,Breakdown,Compliant,Basic,On Hold,Case about Tablets,Brazil,Self,Health Care
0012w00000LRfnIAAT,Low,2020-08-22,54,Phone,Equipment Complexity,Compliant,Basic,Closed,Case about Tablets,Belgium,Knowledge Portal,Manufacturing
0012w00000LRfnJAAT,Low,2020-08-23,62,Web,Performance,Open Violation,Basic,Working,Case about Tablets,China,Chatbot,Consumer Goods
0012w00000LRfnKAAT,Low,2020-08-24,37,Phone,Feedback,Compliant,Basic,On Hold,Case about Tablets,United Arab Emirates,Call center Agent,Travel
0012w00000LRfnLAAT,Low,2020-08-25,92,Web,Feedback,Compliant,Basic,Closed,Case about Tablets,United States of America,Onsite Agent,Entertainment
0012w00000LRfnMAAT,Low,2020-08-26,76,Phone,Installation,Compliant,Basic,Closed,Case about Tablets,India,Self,Computer Software
0012w00000LRfnNAAT,Low,2020-08-27,47,Phone,Feedback,Compliant,Premium,Closed,Case about Tablets,The United Kingdom,Knowledge Portal,Construction
0012w00000LRfnOAAT,Low,2020-08-28,90,Web,Equipment Design,Open Violation,Basic,Closed,Case about Tablets,Russia,Chatbot,Health Care
0012w00000LRfnPAAT,Medium,2020-08-29,100,Email,Performance,Compliant,Premium,Closed,Case about Tablets,Canada,Call center Agent,Manufacturing
0012w00000LRfnQAAT,Low,2020-08-30,76,Email,Breakdown,Compliant,Basic,Closed,Case about Tablets,Israel,Onsite Agent,Consumer Goods
0012w00000LRfnRAAT,Low,2020-08-31,40,Phone,Other,Compliant,Basic,Closed,Case about Tablets,Australia,Self,Travel
0012w00000LRfnSAAT,Medium,2020-09-01,99,Web,Installation,Compliant,Premium,Closed,Case about Tablets,Austria,Knowledge Portal,Entertainment
0012w00000LRfnTAAT,Low,2020-09-02,108,Phone,Installation,Compliant,Basic,Closed,Case about Tablets,Belarus,Chatbot,Computer Software
0012w00000LRfnUAAT,Medium,2020-09-03,45,Chat,Equipment Design,Compliant,Basic,Closed,Case about Tablets,Brazil,Call center Agent,Construction
0012w00000LRfnVAAT,Medium,2020-09-04,91,Web,Installation,Compliant,Basic,Closed,Case about Tablets,Belgium,Onsite Agent,Health Care
0012w00000LRfnWAAT,Low,2020-09-05,90,Phone,Equipment Complexity,Compliant,Basic,Closed,Case about Tablets,China,Self,Manufacturing
0012w00000LRfnXAAT,Medium,2020-09-06,73,Phone,Feedback,Compliant,Basic,Closed,Case about Tablets,United Arab Emirates,Knowledge Portal,Consumer Goods
0012w00000LRfnYAAT,Low,2020-09-07,42,Web,Breakdown,Compliant,Basic,Closed,Case about Tablets,United States of America,Chatbot,Travel
0012w00000LRft5AAD,Medium,2020-09-08,98,Web,Feedback,Compliant,Basic,Closed,Case about Tablets,India,Call center Agent,Entertainment
0012w00000LRft6AAD,Medium,2020-09-09,87,Web,Feedback,Compliant,Basic,Closed,Case about Tablets,The United Kingdom,Onsite Agent,Computer Software
0012w00000LRft7AAD,Low,2020-09-10,50,Web,Breakdown,Compliant,Premium,Closed,Case about Tablets,Russia,Self,Construction
0012w00000LRft8AAD,Low,2020-09-11,85,Web,Other,Open Violation,Basic,Closed,Case about Tablets,Canada,Knowledge Portal,Health Care
0012w00000LRft9AAD,Low,2020-09-12,87,Web,Performance,Compliant,Basic,Closed,Case about Tablets,Israel,Chatbot,Manufacturing
0012w00000LRftAAAT,Medium,2020-09-13,88,Web,Other,Compliant,Basic,Closed,Case about Tablets,Australia,Call center Agent,Consumer Goods
0012w00000LRftBAAT,Medium,2020-09-14,40,Phone,Equipment Complexity,Open Violation,Premium,Closed,Case about Tablets,Austria,Onsite Agent,Travel
0012w00000LRftCAAT,Low,2020-09-15,73,Phone,Other,Compliant,Basic,Closed,Case about Tablets,Belarus,Self,Entertainment
0012w00000LRftDAAT,Medium,2020-09-16,107,Email,Performance,Compliant,Basic,Closed,Case about Tablets,Brazil,Knowledge Portal,Computer Software
0012w00000LRftEAAT,Medium,2020-09-17,60,Email,Performance,Compliant,Basic,Closed,Case about Tablets,Belgium,Chatbot,Construction
0012w00000LRftFAAT,Low,2020-09-18,79,Chat,Equipment Complexity,Open Violation,Basic,Closed,Case about Tablets,China,Call center Agent,Health Care
0012w00000LRftGAAT,Medium,2020-09-19,77,Phone,Installation,Compliant,Premium,Closed,Case about Tablets,United Arab Emirates,Onsite Agent,Manufacturing
0012w00000LRftHAAT,High,2020-09-20,106,Web,Other,Open Violation,Basic,Closed,Case about Tablets,United States of America,Self,Consumer Goods
0012w00000LRftIAAT,Low,2020-09-21,42,Chat,Feedback,Compliant,Premium,Closed,Case about Tablets,India,Knowledge Portal,Travel
0012w00000LRftJAAT,Low,2020-09-22,82,Chat,Feedback,Compliant,Basic,Closed,Case about Tablets,The United Kingdom,Chatbot,Entertainment
0012w00000LRftKAAT,Low,2020-09-23,114,Email,Equipment Complexity,Compliant,Basic,Closed,Case about Tablets,Russia,Call center Agent,Computer Software
0012w00000LRftLAAT,Low,2020-09-24,76,Chat,Feedback,Compliant,Basic,Closed,Case about Tablets,Canada,Onsite Agent,Construction
0012w00000LRftMAAT,Medium,2020-09-25,98,Phone,Installation,Compliant,Premium,Closed,Case about Tablets,Israel,Self,Health Care
0012w00000LRftNAAT,Low,2020-09-26,120,Chat,Breakdown,Open Violation,Basic,Closed,Case about Tablets,Australia,Knowledge Portal,Manufacturing
0012w00000LRftOAAT,Medium,2020-09-27,112,Web,Performance,Compliant,Premium,Closed,Case about Tablets,Austria,Chatbot,Consumer Goods
0012w00000LRftPAAT,Low,2020-09-28,50,Web,Other,Compliant,Basic,Closed,Case about Tablets,Belarus,Call center Agent,Travel
0012w00000LRftQAAT,Low,2020-09-29,94,Phone,Installation,Compliant,Basic,Closed,Case about Tablets,Brazil,Onsite Agent,Entertainment
0012w00000LRftRAAT,Low,2020-09-30,76,Phone,Breakdown,Compliant,Basic,Closed,Case about Tablets,Belgium,Self,Computer Software
0012w00000LRftSAAT,Medium,2020-01-01,98,Phone,Installation,Compliant,Basic,Closed,Case about Tablets,China,Knowledge Portal,Construction
0012w00000LRftTAAT,Low,2020-01-02,92,Phone,Breakdown,Compliant,Premium,Closed,Case about Tablets,United Arab Emirates,Chatbot,Health Care
0012w00000LRfhgAAD,Medium,2020-01-03,78,Phone,Other,Compliant,Basic,Closed,Case about Tablets,United States of America,Call center Agent,Manufacturing
0012w00000LRfhhAAD,Low,2020-01-04,76,Phone,Other,Compliant,Basic,Closed,Case about Tablets,India,Onsite Agent,Consumer Goods
0012w00000LRfhiAAD,Low,2020-01-05,114,Phone,Installation,Compliant,Basic,Closed,Case about Tablets,The United Kingdom,Self,Travel
0012w00000LRfhjAAD,Medium,2020-01-06,72,Phone,Performance,Compliant,Premium,Closed,Case about Tablets,Russia,Knowledge Portal,Entertainment
0012w00000LRfhkAAD,Low,2020-01-07,103,Phone,Installation,Compliant,Basic,Closed,Case about Tablets,Canada,Chatbot,Computer Software
0012w00000LRfhlAAD,High,2020-01-08,100,Phone,Other,Open Violation,Basic,Closed,Case about Tablets,Israel,Call center Agent,Construction
0012w00000LRfhmAAD,Medium,2020-01-09,109,Phone,Performance,Compliant,Basic,Closed,Case about Tablets,Australia,Onsite Agent,Health Care
0012w00000LRfhnAAD,Low,2020-01-10,101,Phone,Equipment Complexity,Compliant,Basic,Closed,Case about Tablets,Austria,Self,Manufacturing
0012w00000LRfhoAAD,Medium,2020-01-11,102,Phone,Other,Open Violation,Basic,Closed,Case about Tablets,Belarus,Knowledge Portal,Consumer Goods
0012w00000LRfhpAAD,Low,2020-01-12,116,Phone,Breakdown,Compliant,Basic,Closed,Case about Tablets,Brazil,Chatbot,Travel
0012w00000LRfhqAAD,Low,2020-01-13,98,Phone,Other,Compliant,Basic,Closed,Case about Tablets,Belgium,Call center Agent,Entertainment
0012w00000LRfhrAAD,Medium,2020-01-14,72,Phone,Breakdown,Compliant,Premium,Closed,Case about Tablets,China,Onsite Agent,Computer Software
0012w00000LRfhsAAD,Low,2020-01-15,92,Phone,Equipment Complexity,Compliant,Premium,Closed,Case about Tablets,United Arab Emirates,Self,Construction
0012w00000LRfhtAAD,Medium,2020-01-16,99,Phone,Feedback,Compliant,Basic,Closed,Case about Tablets,United States of America,Knowledge Portal,Health Care
0012w00000LRfhuAAD,Low,2020-01-17,75,Phone,Equipment Complexity,Compliant,Premium,Closed,Case about Tablets,India,Chatbot,Manufacturing
0012w00000LRfhvAAD,Medium,2020-01-18,96,Phone,Equipment Design,Compliant,Premium,Closed,Case about Tablets,The United Kingdom,Call center Agent,Consumer Goods
0012w00000LRfhwAAD,Low,2020-01-19,77,Phone,Equipment Design,Compliant,Basic,Closed,Case about Tablets,Russia,Onsite Agent,Travel
0012w00000LRfhxAAD,Low,2020-01-20,85,Phone,Equipment Design,Compliant,Basic,Closed,Case about Tablets,Canada,Self,Entertainment
0012w00000LRfhyAAD,Medium,2020-01-21,103,Phone,Feedback,Compliant,Premium,Closed,Case about Tablets,Israel,Knowledge Portal,Computer Software
0012w00000LRfhzAAD,High,2020-01-22,107,Phone,Feedback,Compliant,Premium,Closed,Case about Tablets,Australia,Chatbot,Construction
0012w00000LRfi0AAD,Low,2020-01-23,98,Phone,Equipment Complexity,Compliant,Basic,Closed,Case about Tablets,Austria,Call center Agent,Health Care
0012w00000LRfi1AAD,Medium,2020-01-24,81,Phone,Installation,Compliant,Premium,Closed,Case about Tablets,Belarus,Onsite Agent,Manufacturing
0012w00000LRfi2AAD,Low,2020-01-25,71,Phone,Equipment Design,Compliant,Premium,Closed,Case about Tablets,Brazil,Self,Consumer Goods
0012w00000LRfi3AAD,Low,2020-01-26,85,Phone,Equipment Design,Compliant,Basic,Closed,Case about Tablets,Belgium,Knowledge Portal,Travel
0012w00000LRfnZAAT,Low,2020-01-27,55,Phone,Performance,Compliant,Premium,Closed,Case about Tablets,China,Chatbot,Entertainment
0012w00000LRfnaAAD,Low,2020-01-28,50,Phone,Other,Compliant,Basic,Closed,Case about Tablets,United Arab Emirates,Call center Agent,Computer Software
0012w00000LRfnbAAD,Low,2020-01-29,35,Phone,Performance,Compliant,Basic,Closed,Case about Tablets,United States of America,Onsite Agent,Construction
0012w00000LRfncAAD,Low,2020-01-30,48,Phone,Installation,Compliant,Basic,Closed,Case about Tablets,India,Self,Health Care
0012w00000LRfndAAD,Medium,2020-01-31,83,Phone,Equipment Design,Compliant,Premium,Waiting on Customer,Case about Tablets,The United Kingdom,Knowledge Portal,Manufacturing
0012w00000LRfneAAD,High,2020-02-01,77,Phone,Breakdown,Compliant,Premium,Closed,Case about Tablets,Russia,Chatbot,Consumer Goods
0012w00000LRfnfAAD,High,2020-02-02,45,Phone,Other,Compliant,Basic,Closed,Case about Tablets,Canada,Call center Agent,Travel
0012w00000LRfngAAD,Low,2020-02-03,78,Phone,Equipment Complexity,Compliant,Basic,Attention,Case about Tablets,Israel,Onsite Agent,Entertainment
0012w00000LRfnhAAD,Medium,2020-02-04,92,Phone,Performance,Compliant,Basic,Waiting on Customer,Case about Tablets,Australia,Self,Computer Software
0012w00000LRfniAAD,Low,2020-02-05,85,Phone,Equipment Design,Compliant,Premium,Closed,Case about Tablets,Austria,Knowledge Portal,Construction
0012w00000LRfnjAAD,Low,2020-02-06,84,Phone,Breakdown,Compliant,Premium,Working,Case about Tablets,Belarus,Chatbot,Health Care
0012w00000LRfnkAAD,Medium,2020-02-07,69,Phone,Equipment Design,Open Violation,Basic,On Hold,Case about Tablets,Brazil,Call center Agent,Manufacturing
0012w00000LRfnlAAD,Low,2020-02-08,86,Phone,Installation,Compliant,Premium,Working,Case about Tablets,Belgium,Onsite Agent,Consumer Goods
0012w00000LRfnmAAD,Medium,2020-02-09,66,Phone,Feedback,Compliant,Basic,On Hold,Case about Tablets,China,Self,Travel
0012w00000LRfnnAAD,Low,2020-02-10,97,Phone,Feedback,Compliant,Premium,Closed,Case about Tablets,United Arab Emirates,Knowledge Portal,Entertainment
0012w00000LRfnoAAD,Medium,2020-02-11,74,Phone,Performance,Compliant,Premium,Waiting on Customer,Case about Tablets,United States of America,Chatbot,Computer Software
0012w00000LRfnpAAD,Low,2020-02-12,91,Chat,Equipment Design,Compliant,Premium,Closed,Case about Tablets,India,Call center Agent,Construction
0012w00000LRfnqAAD,Medium,2020-02-13,84,Phone,Equipment Design,Compliant,Premium,Closed,Case about Tablets,The United Kingdom,Onsite Agent,Health Care
0012w00000LRfnrAAD,High,2020-02-14,83,Chat,Equipment Complexity,Compliant,Basic,Closed,Case about Tablets,Russia,Self,Manufacturing
0012w00000LRfnsAAD,Medium,2020-02-15,85,Email,Feedback,Compliant,Premium,Closed,Case about Tablets,Canada,Knowledge Portal,Consumer Goods
0012w00000LRfntAAD,Low,2020-02-16,101,Web,Breakdown,Compliant,Premium,Closed,Case about Tablets,Israel,Chatbot,Travel
0012w00000LRfnuAAD,Low,2020-02-17,91,Chat,Other,Compliant,Premium,Closed,Case about Tablets,Australia,Call center Agent,Entertainment
0012w00000LRfnvAAD,Low,2020-02-18,99,Web,Installation,Compliant,Premium,Closed,Case about Tablets,Austria,Onsite Agent,Computer Software
0012w00000LRfnwAAD,Low,2020-02-19,87,Phone,Performance,Open Violation,Basic,Closed,Case about Tablets,Belarus,Self,Construction
0012w00000LRfnxAAD,Medium,2020-02-20,75,Email,Other,Compliant,Basic,Closed,Case about Tablets,Brazil,Knowledge Portal,Health Care
0012w00000LRftUAAT,Medium,2020-02-21,94,Chat,Other,Open Violation,Premium,Closed,Case about Tablets,Belgium,Chatbot,Manufacturing
0012w00000LRftVAAT,Low,2020-02-22,84,Email,Installation,Open Violation,Basic,Closed,Case about Tablets,China,Call center Agent,Consumer Goods
0012w00000LRftWAAT,Low,2020-02-23,109,Chat,Other,Compliant,Basic,Closed,Case about Tablets,United Arab Emirates,Onsite Agent,Travel
0012w00000LRftXAAT,Low,2020-02-24,94,Chat,Performance,Compliant,Basic,Closed,Case about Tablets,United States of America,Self,Entertainment
0012w00000LRftYAAT,Low,2020-02-25,97,Phone,Equipment Complexity,Compliant,Premium,Closed,Case about Tablets,India,Knowledge Portal,Computer Software
