AnlyTxHack__ExternalAccountId__c,Amount,CloseDate,AnlyTxHack__Company_Size__c,AnlyTxHack__Industry_Type__c,LeadSource,Name,AnlyTxHack__Opportunity_Source__c,AnlyTxHack__Region__c,StageName,Type,AnlyTxHack__Country__c
0012w00000Lz0Y1AAJ,105210,18-06-2020 00:00,Over 201,Consumer Goods,Web,Opportunity for Massey714,Marketing,NAM,Closed Won,New Business,Australia
0012w00000Lz0eAAAR,63600,19-06-2020 00:00,26-200,Manufacturing,Word of mouth,Opportunity for Freeman717,BDR,EMEA,Value Proposition,Existing Business,Austria
0012w00000Lz0dzAAB,16843,20-06-2020 00:00,Over 201,Construction,Employee Referral,Opportunity for Maldonado720,Marketing,APAC,Closed Lost,New Business,Belarus
0012w00000Lz0ceAAB,680,21-06-2020 00:00,Over 201,Consumer Goods,Advertisement,Opportunity for Reeves721,Alliances,NAM,Closed Lost,New Business / Add-on,Brazil
0012w00000Lz0fQAAR,1224345,22-06-2020 00:00,0-25,Travel,Partner,Opportunity for Joseph722,BDR,APAC,Needs Analysis,Existing Business,Belgium
0012w00000Lz0jdAAB,201572,23-06-2020 00:00,Over 201,Construction,Web,Opportunity for Silva728,Alliances,APAC,Closed Won,Existing Business,China
0012w00000Lz0WPAAZ,386375,24-06-2020 00:00,0-25,Computer Software,Employee Referral,Opportunity for Simpson729,BDR,EMEA,Closed Lost,New Business,United Arab Emirates
0012w00000Lz0g2AAB,2649820,25-06-2020 00:00,Over 201,Consumer Goods,Employee Referral,Opportunity for Pope1093,AE,NAM,Closed Won,New Business,United States of America
0012w00000Lz0cpAAB,1183700,27-06-2020 00:00,Over 201,Travel,Web,Opportunity for Morton1098,AE,APAC,Closed Lost,New Business / Add-on,India
0012w00000Lz0VhAAJ,2894390,28-06-2020 00:00,Over 201,Manufacturing,Employee Referral,Opportunity for Mills1099,Alliances,EMEA,Value Proposition,New Business / Add-on,The United Kingdom
0012w00000Lz0UcAAJ,1471800,29-06-2020 00:00,Over 201,Construction,Web,Opportunity for Keller1100,Marketing,APAC,Needs Analysis,Existing Business,Russia
0012w00000Lz0eoAAB,209955,30-06-2020 00:00,26-200,Entertainment,Advertisement,Opportunity for Todd1101,AE,LATAM,Qualification,New Business,Canada
0012w00000Lz0UbAAJ,1648300,01-07-2020 00:00,26-200,Computer Software,Employee Referral,Opportunity for Montgomery1103,Marketing,EMEA,Closed Won,New Business,Israel
0012w00000Lz0cYAAR,470298,03-07-2020 00:00,Over 201,Entertainment,Employee Referral,Opportunity for Myers1105,Marketing,LATAM,Qualification,New Business / Add-on,Australia
0012w00000Lz0VMAAZ,58840,05-07-2020 00:00,0-25,Manufacturing,Trade Show,Opportunity for Parsons1107,BDR,EMEA,Closed Lost,New Business / Add-on,Austria
0012w00000Lz0cwAAB,965700,06-07-2020 00:00,Over 201,Travel,Trade Show,Opportunity for Gardner1110,Alliances,APAC,Closed Lost,New Business,Belarus
0012w00000Lz0ewAAB,284678,08-07-2020 00:00,26-200,Human Resource,Employee Referral,Opportunity for Rodriquez1114,BDR,NAM,Qualification,New Business,Brazil
0012w00000Lz0ZPAAZ,207240,09-07-2020 00:00,0-25,Human Resource,Employee Referral,Opportunity for Tyler1115,Marketing,NAM,Closed Lost,New Business / Add-on,Belgium
0012w00000Lz0UBAAZ,470865,10-07-2020 00:00,0-25,Consumer Goods,Employee Referral,Opportunity for West1117,Marketing,NAM,Closed Won,New Business,China
0012w00000Lz0bDAAR,1417400,11-07-2020 00:00,Over 201,Human Resource,Seminar - Internal,Opportunity for Rodriquez1469,Marketing,NAM,Closed Won,New Business / Add-on,United Arab Emirates
0012w00000Lz0g8AAB,1417400,12-07-2020 00:00,Over 201,Construction,Seminar - Internal,Opportunity for Martin1471,Marketing,APAC,Closed Won,New Business,United States of America
0012w00000Lz0YEAAZ,32400,13-07-2020 00:00,26-200,Construction,Word of mouth,Opportunity for Simpson1472,Alliances,APAC,Value Proposition,New Business,India
0012w00000Lz0UTAAZ,240747,14-07-2020 00:00,0-25,Travel,Trade Show,Opportunity for Santos1475,AE,APAC,Perception Analysis,New Business / Add-on,The United Kingdom
0012w00000Lz0VXAAZ,21640,15-07-2020 00:00,0-25,Consumer Goods,Word of mouth,Opportunity for Harmon1481,Marketing,NAM,Closed Won,New Business,Russia
0012w00000Lz0Y5AAJ,1249000,16-07-2020 00:00,26-200,Travel,Employee Referral,Opportunity for Reed1483,Marketing,APAC,Needs Analysis,New Business,Canada
0012w00000Lz0TtAAJ,754640,17-07-2020 00:00,0-25,Manufacturing,Employee Referral,Opportunity for Klein1486,AE,EMEA,Qualification,New Business,Israel
0012w00000Lz0fbAAB,243450,18-07-2020 00:00,0-25,Entertainment,Word of mouth,Opportunity for Stone1492,AE,LATAM,Closed Won,New Business,Australia
0012w00000Lz0apAAB,363400,19-07-2020 00:00,Over 201,Construction,Web,Opportunity for Barnes1852,BDR,APAC,Closed Lost,New Business,Austria
0012w00000Lz0XrAAJ,4212140,20-07-2020 00:00,0-25,Travel,Employee Referral,Opportunity for Johnston1857,Marketing,APAC,Closed Lost,New Business / Add-on,Belarus
0012w00000Lz0ZrAAJ,2305550,21-07-2020 00:00,Over 201,Human Resource,Word of mouth,Opportunity for Smith1859,BDR,NAM,Closed Won,New Business,Brazil
0012w00000Lz0h4AAB,2660660,22-07-2020 00:00,26-200,Entertainment,Word of mouth,Opportunity for Thornton1860,AE,LATAM,Closed Lost,Existing Business,Belgium
0012w00000Lz0Y0AAJ,309938,23-07-2020 00:00,Over 201,Construction,Trade Show,Opportunity for Ramsey1863,Marketing,APAC,Closed Won,New Business,China
0012w00000Lz0gNAAR,1589440,24-07-2020 00:00,0-25,Consumer Goods,Public Relations,Opportunity for Mathis1864,AE,NAM,Closed Lost,New Business,United Arab Emirates
0012w00000Lz0UJAAZ,2868400,25-07-2020 00:00,Over 201,Entertainment,Partner,Opportunity for Price1866,AE,LATAM,Closed Won,New Business,United States of America
0012w00000Lz0icAAB,1879190,26-07-2020 00:00,26-200,Construction,Word of mouth,Opportunity for Moore1870,Marketing,APAC,Perception Analysis,New Business / Add-on,India
0012w00000Lz0VlAAJ,2664105,28-07-2020 00:00,26-200,Consumer Goods,Web,Opportunity for McDaniel1873,Marketing,NAM,Closed Won,New Business,The United Kingdom
0012w00000Lz0jkAAB,1518190,29-07-2020 00:00,Over 201,Construction,Trade Show,Opportunity for Gibbs1874,AE,APAC,Closed Lost,New Business / Add-on,Russia
0012w00000Lz0ehAAB,846000,30-07-2020 00:00,Over 201,Entertainment,Word of mouth,Opportunity for Medina1876,AE,LATAM,Closed Won,Existing Business,Canada
0012w00000Lz0XYAAZ,179225,31-07-2020 00:00,Over 201,Construction,Advertisement,Opportunity for Kim733,Marketing,APAC,Closed Lost,New Business,Israel
0012w00000Lz0b0AAB,1405500,18-04-2020 00:00,Over 201,Manufacturing,Partner,Opportunity for Alvarado1597,Marketing,EMEA,Prospecting,New Business / Add-on,Australia
0012w00000Lz0YtAAJ,1738370,13-03-2020 00:00,Over 201,Computer Software,Trade Show,Opportunity for Rowe925,BDR,EMEA,Qualification,New Business / Add-on,Belgium
0012w00000Lz0iaAAB,979190,14-01-2020 00:00,Over 201,Travel,Advertisement,Opportunity for Pittman263,Marketing,APAC,Closed Won,New Business,Australia
0012w00000Lz0ipAAB,206640,15-01-2020 00:00,Over 201,Computer Software,Word of mouth,Opportunity for Holmes265,Marketing,EMEA,Closed Lost,New Business,Russia
0012w00000Lz0bNAAR,20440,26-01-2020 00:00,26-200,Computer Software,Employee Referral,Opportunity for Hunt362,Marketing,EMEA,Closed Lost,New Business,India
0012w00000Lz0UNAAZ,266400,29-01-2020 00:00,0-25,Computer Software,Partner,Opportunity for Love368,AE,EMEA,Needs Analysis,New Business / Add-on,Austria
0012w00000Lz0aaAAB,209104,31-01-2020 00:00,0-25,Computer Software,Word of mouth,Opportunity for Gordon370,BDR,EMEA,Value Proposition,New Business,Belarus
0012w00000Lz0cxAAB,1148850,07-02-2020 00:00,Over 201,Computer Software,Trade Show,Opportunity for McCormick23,Marketing,EMEA,Closed Lost,New Business,Australia
0012w00000Lz0fDAAR,466560,20-03-2020 00:00,0-25,Computer Software,Partner,Opportunity for Clark413,Marketing,EMEA,Closed Lost,New Business,Brazil
0012w00000Lz0Z6AAJ,874780,30-03-2020 00:00,Over 201,Travel,Trade Show,Opportunity for Bennett62,AE,APAC,Qualification,New Business / Add-on,India
0012w00000Lz0ggAAB,357300,01-04-2020 00:00,26-200,Computer Software,Word of mouth,Opportunity for Schwartz75,Marketing,EMEA,Prospecting,New Business / Add-on,Brazil
0012w00000Lz0WjAAJ,23280,06-04-2020 00:00,26-200,Travel,Seminar - Internal,Opportunity for Aguilar210,AE,APAC,Closed Won,New Business,Canada
0012w00000Lz0WAAAZ,2920800,11-04-2020 00:00,Over 201,Travel,Word of mouth,Opportunity for Santos218,AE,APAC,Closed Lost,Existing Business,India
0012w00000Lz0WOAAZ,720875,22-04-2020 00:00,Over 201,Travel,Trade Show,Opportunity for Martin324,AE,APAC,Prospecting,New Business,Canada
0012w00000Lz0YQAAZ,289140,04-05-2020 00:00,26-200,Travel,Partner,Opportunity for Padilla247,AE,APAC,Closed Lost,New Business / Add-on,Australia
0012w00000Lz0aZAAR,524400,11-05-2020 00:00,0-25,Travel,Partner,Opportunity for Roy337,Marketing,APAC,Closed Lost,New Business,Austria
0012w00000Lz0b1AAB,583800,16-05-2020 00:00,Over 201,Travel,Partner,Opportunity for Christensen684,AE,APAC,Closed Lost,Existing Business,Belarus
0012w00000Lz0eWAAR,3851250,18-05-2020 00:00,Over 201,Travel,Employee Referral,Opportunity for Gomez694,Marketing,APAC,Closed Lost,New Business / Add-on,Brazil
0012w00000Lz0jcAAB,1032600,19-05-2020 00:00,Over 201,Computer Software,Word of mouth,Opportunity for McKenzie695,AE,EMEA,Closed Lost,New Business,United Arab Emirates
0012w00000Lz0WcAAJ,43355,20-05-2020 00:00,26-200,Travel,Employee Referral,Opportunity for Malone696,Marketing,APAC,Closed Lost,New Business / Add-on,Belgium
0012w00000Lz0gnAAB,3306425,22-05-2020 00:00,26-200,Computer Software,Seminar - Internal,Opportunity for Swanson1068,BDR,EMEA,Prospecting,New Business,Brazil
0012w00000Lz0ZZAAZ,19000,24-05-2020 00:00,Over 201,Computer Software,Seminar - Internal,Opportunity for Bowman1081,AE,EMEA,Perception Analysis,New Business / Add-on,Israel
0012w00000Lz0YtAAJ,150240,30-05-2020 00:00,Over 201,Computer Software,Employee Referral,Opportunity for Grant1452,Marketing,EMEA,Prospecting,Existing Business,Russia
0012w00000Lz0U9AAJ,23245,08-06-2020 00:00,Over 201,Computer Software,Word of mouth,Opportunity for Ramirez1837,Alliances,EMEA,Negotiation/Review,New Business,Brazil
0012w00000Lz0ggAAB,130515,24-06-2020 00:00,26-200,Computer Software,Partner,Opportunity for Miles1094,Marketing,EMEA,Prospecting,Existing Business,The United Kingdom
0012w00000Lz0UbAAJ,888500,29-06-2020 00:00,26-200,Computer Software,Employee Referral,Opportunity for Montgomery1103,Marketing,EMEA,Prospecting,New Business,Russia
0012w00000Lz0jHAAR,697750,30-06-2020 00:00,0-25,Computer Software,Word of mouth,Opportunity for Luna1104,AE,EMEA,Negotiation/Review,New Business / Add-on,Brazil
0012w00000Lz0dAAAR,70680,04-01-2020 00:00,Over 201,Travel,Seminar - Internal,Opportunity for Sullivan800,Marketing,APAC,Closed Lost,New Business,Belgium
0012w00000Lz0h0AAB,107040,06-01-2020 00:00,Over 201,Travel,Seminar - Internal,Opportunity for Gill1168,Alliances,APAC,Prospecting,New Business,Israel
0012w00000Lz0VqAAJ,1886550,21-01-2020 00:00,26-200,Computer Software,Advertisement,Opportunity for Mitchell1555,Marketing,EMEA,Qualification,New Business / Add-on,China
0012w00000Lz0UTAAZ,236610,24-01-2020 00:00,0-25,Travel,Partner,Opportunity for Munoz1931,Marketing,APAC,Closed Lost,New Business / Add-on,China
0012w00000Lz0eJAAR,2302000,25-01-2020 00:00,Over 201,Computer Software,Employee Referral,Opportunity for Griffin1933,Marketing,EMEA,Qualification,New Business / Add-on,Brazil
0012w00000Lz0eQAAR,1542350,29-01-2020 00:00,26-200,Computer Software,Employee Referral,Opportunity for Waters1946,BDR,EMEA,Closed Lost,New Business / Add-on,Belgium
0012w00000Lz0f6AAB,409000,03-02-2020 00:00,Over 201,Computer Software,Partner,Opportunity for Beck451,AE,EMEA,Prospecting,New Business,Russia
0012w00000Lz0XzAAJ,63960,11-02-2020 00:00,Over 201,Computer Software,Employee Referral,Opportunity for Hall811,BDR,EMEA,Qualification,New Business,United Arab Emirates
0012w00000Lz0YmAAJ,588400,16-02-2020 00:00,Over 201,Computer Software,Web,Opportunity for Johnston824,AE,EMEA,Closed Won,Existing Business,Belarus
0012w00000Lz0cHAAR,1384600,27-02-2020 00:00,Over 201,Computer Software,Trade Show,Opportunity for Owens1201,BDR,EMEA,Qualification,New Business,China
0012w00000Lz0djAAB,89320,04-03-2020 00:00,Over 201,Travel,Seminar - Internal,Opportunity for Sims1582,AE,APAC,Closed Lost,New Business,Austria
0012w00000Lz0b1AAB,110986,16-03-2020 00:00,Over 201,Travel,Trade Show,Opportunity for Malone1973,BDR,APAC,Closed Lost,New Business / Add-on,Belarus
0012w00000Lz0edAAB,52440,29-03-2020 00:00,0-25,Travel,Word of mouth,Opportunity for Medina832,BDR,APAC,Qualification,Existing Business,The United Kingdom
0012w00000Lz0g6AAB,146771,15-04-2020 00:00,26-200,Travel,Word of mouth,Opportunity for Wood1594,Marketing,APAC,Prospecting,New Business,Israel
0012w00000Lz0gmAAB,388890,22-04-2020 00:00,0-25,Travel,Advertisement,Opportunity for Park1980,Marketing,APAC,Closed Lost,New Business,The United Kingdom
0012w00000Lz0f5AAB,559580,26-04-2020 00:00,Over 201,Travel,Word of mouth,Opportunity for Santiago1997,Marketing,APAC,Closed Lost,New Business,Russia
0012w00000Lz0dqAAB,104760,28-04-2020 00:00,26-200,Travel,Trade Show,Opportunity for Wilkerson493,Marketing,APAC,Prospecting,New Business,Australia
0012w00000Lz0WHAAZ,1032800,03-05-2020 00:00,Over 201,Travel,Employee Referral,Opportunity for Fernandez851,Marketing,APAC,Closed Lost,Existing Business,Canada
0012w00000Lz0bNAAR,3298750,10-05-2020 00:00,26-200,Computer Software,Advertisement,Opportunity for Cole1249,AE,EMEA,Closed Lost,New Business / Add-on,United States of America
0012w00000Lz0ZDAAZ,115790,12-05-2020 00:00,0-25,Travel,Seminar - Internal,Opportunity for Swanson1252,Alliances,APAC,Closed Lost,New Business / Add-on,China
0012w00000Lz0YYAAZ,1193160,17-05-2020 00:00,26-200,Computer Software,Trade Show,Opportunity for Stanley1623,Marketing,EMEA,Negotiation/Review,New Business / Add-on,China
0012w00000Lz0TvAAJ,169600,30-05-2020 00:00,Over 201,Computer Software,Web,Opportunity for Stewart887,AE,EMEA,Closed Won,New Business / Add-on,India
0012w00000Lz0i9AAB,1229730,20-06-2020 00:00,26-200,Computer Software,Employee Referral,Opportunity for Wong544,AE,EMEA,Prospecting,New Business,Canada
0012w00000Lz0YmAAJ,1058980,22-06-2020 00:00,Over 201,Computer Software,Employee Referral,Opportunity for Watkins896,BDR,EMEA,Prospecting,New Business,Canada
0012w00000Lz0jHAAR,994680,27-06-2020 00:00,0-25,Computer Software,Employee Referral,Opportunity for Morales903,Marketing,EMEA,Prospecting,New Business / Add-on,Israel
0012w00000Lz0fmAAB,114000,24-07-2020 00:00,26-200,Computer Software,Advertisement,Opportunity for Clayton1676,Marketing,EMEA,Negotiation/Review,New Business,Belgium
0012w00000Lz0d4AAB,316254,05-01-2020 00:00,26-200,Computer Software,Seminar - Internal,Opportunity for Porter991,AE,EMEA,Needs Analysis,New Business,Russia
0012w00000Lz0baAAB,5294610,08-01-2020 00:00,Over 201,Travel,Word of mouth,Opportunity for Sullivan1358,Alliances,APAC,Prospecting,New Business,Australia
0012w00000Lz0gRAAR,63530,10-01-2020 00:00,Over 201,Travel,Word of mouth,Opportunity for Austin1360,AE,APAC,Closed Won,New Business,Israel
0012w00000Lz0UiAAJ,475597,11-01-2020 00:00,Over 201,Computer Software,Word of mouth,Opportunity for Cannon1361,BDR,EMEA,Prospecting,New Business / Add-on,India
0012w00000Lz0YmAAJ,1452090,13-01-2020 00:00,Over 201,Computer Software,Employee Referral,Opportunity for Ferguson1365,AE,EMEA,Prospecting,Existing Business,Canada
0012w00000Lz0jbAAB,156655,14-01-2020 00:00,Over 201,Travel,Word of mouth,Opportunity for Wilkins1370,AE,APAC,Closed Lost,New Business / Add-on,United Arab Emirates
0012w00000Lz0bUAAR,499733,14-02-2020 00:00,Over 201,Computer Software,Web,Opportunity for Kennedy1017,AE,EMEA,Closed Won,Existing Business,Belarus
0012w00000Lz0UNAAZ,6346320,26-02-2020 00:00,0-25,Computer Software,Word of mouth,Opportunity for Griffin1384,AE,EMEA,Closed Won,New Business,United Arab Emirates
0012w00000Lz0VjAAJ,1199240,28-02-2020 00:00,0-25,Computer Software,Advertisement,Opportunity for Sanders1392,Marketing,EMEA,Closed Won,New Business / Add-on,United States of America
0012w00000Lz0dqAAB,555200,02-03-2020 00:00,26-200,Travel,Word of mouth,Opportunity for Buchanan1756,BDR,APAC,Closed Lost,New Business,Brazil
0012w00000Lz0WPAAZ,121490,14-03-2020 00:00,0-25,Computer Software,Web,Opportunity for Byrd640,BDR,EMEA,Closed Lost,New Business,Canada
0012w00000Lz0ZfAAJ,719960,15-03-2020 00:00,Over 201,Travel,Advertisement,Opportunity for Carson641,BDR,APAC,Closed Lost,Existing Business,Belgium
0012w00000Lz0YRAAZ,2550000,29-03-2020 00:00,0-25,Computer Software,Word of mouth,Opportunity for Ortiz1039,Marketing,EMEA,Prospecting,New Business,India
0012w00000Lz0ezAAB,459280,30-03-2020 00:00,Over 201,Computer Software,Word of mouth,Opportunity for Lopez1040,Marketing,EMEA,Closed Lost,Existing Business,Australia
0012w00000Lz0g6AAB,3555960,03-04-2020 00:00,26-200,Travel,Advertisement,Opportunity for Dixon1405,AE,APAC,Prospecting,New Business,Austria
0012w00000Lz0i2AAB,802000,06-04-2020 00:00,26-200,Computer Software,Employee Referral,Opportunity for Maxwell1410,BDR,EMEA,Closed Lost,New Business,Russia
0012w00000Lz0cwAAB,1241900,12-04-2020 00:00,Over 201,Travel,Advertisement,Opportunity for Paul1791,Marketing,APAC,Prospecting,New Business,Belarus
0012w00000Lz0h1AAB,343000,13-04-2020 00:00,Over 201,Computer Software,Public Relations,Opportunity for Andrews1792,BDR,EMEA,Closed Lost,New Business / Add-on,Canada
0012w00000Lz0ioAAB,252545,21-04-2020 00:00,26-200,Travel,Web,Opportunity for Perkins665,AE,APAC,Prospecting,Existing Business,Brazil
0012w00000Lz0gtAAB,16843,30-04-2020 00:00,Over 201,Travel,Partner,Opportunity for McKenzie1054,Marketing,APAC,Closed Lost,Existing Business,Israel
0012w00000Lz0cOAAR,24345,02-05-2020 00:00,Over 201,Computer Software,Public Relations,Opportunity for Owen1424,BDR,EMEA,Needs Analysis,New Business,China
0012w00000Lz0hFAAR,1417400,22-05-2020 00:00,0-25,Computer Software,Employee Referral,Opportunity for Conner5,Marketing,EMEA,Closed Lost,Existing Business,Austria
0012w00000Lz0ezAAB,243450,28-05-2020 00:00,Over 201,Computer Software,Word of mouth,Opportunity for Barnes141,AE,EMEA,Closed Lost,New Business / Add-on,Belarus
0012w00000Lz0UNAAZ,577295,19-06-2020 00:00,0-25,Computer Software,Partner,Opportunity for Love368,Marketing,EMEA,Negotiation/Review,New Business / Add-on,Australia
0012w00000Lz0aaAAB,809810,21-06-2020 00:00,0-25,Computer Software,Word of mouth,Opportunity for Gordon370,Alliances,EMEA,Needs Analysis,New Business,United Arab Emirates
0012w00000Lz0cxAAB,1595250,28-06-2020 00:00,Over 201,Computer Software,Trade Show,Opportunity for McCormick23,Marketing,EMEA,Needs Analysis,New Business,United States of America
0012w00000Lz0g7AAB,662000,31-07-2020 00:00,Over 201,Computer Software,Word of mouth,Opportunity for Blair183,Marketing,EMEA,Closed Won,New Business,United Arab Emirates
0012w00000Lz0WcAAJ,1032600,01-01-2020 00:00,26-200,Travel,Employee Referral,Opportunity for Malone696,AE,APAC,Prospecting,New Business / Add-on,Austria
0012w00000Lz0ZZAAZ,236040,05-01-2020 00:00,Over 201,Computer Software,Seminar - Internal,Opportunity for Bowman1081,BDR,EMEA,Prospecting,New Business / Add-on,Israel
0012w00000Lz0YtAAJ,446850,11-01-2020 00:00,Over 201,Computer Software,Employee Referral,Opportunity for Grant1452,AE,EMEA,Negotiation/Review,Existing Business,The United Kingdom
0012w00000Lz0U9AAJ,380500,20-01-2020 00:00,Over 201,Computer Software,Word of mouth,Opportunity for Ramirez1837,Alliances,EMEA,Proposal/Price Quote,New Business,United States of America
0012w00000Lz0WPAAZ,1394000,03-02-2020 00:00,0-25,Computer Software,Employee Referral,Opportunity for Simpson729,Alliances,EMEA,Prospecting,New Business,Canada
0012w00000Lz0ZtAAJ,50890,07-03-2020 00:00,0-25,Travel,Employee Referral,Opportunity for Foster1871,Alliances,APAC,Closed Lost,New Business,China
0012w00000Lz0ccAAB,333830,19-03-2020 00:00,26-200,Computer Software,Trade Show,Opportunity for Estrada1122,Alliances,EMEA,Closed Lost,New Business,Israel
0012w00000Lz0VOAAZ,19640,29-03-2020 00:00,Over 201,Computer Software,Employee Referral,Opportunity for Wise1501,Alliances,EMEA,Prospecting,New Business / Add-on,The United Kingdom
0012w00000Lz0dPAAR,4805100,02-04-2020 00:00,Over 201,Computer Software,Advertisement,Opportunity for Hardy1507,Alliances,EMEA,Prospecting,New Business,China
0012w00000Lz0ZRAAZ,17621,04-04-2020 00:00,26-200,Travel,Partner,Opportunity for Garrett1512,AE,APAC,Closed Lost,New Business,Australia
0012w00000Lz0i2AAB,5023650,06-04-2020 00:00,26-200,Computer Software,Employee Referral,Opportunity for Rios1882,Marketing,EMEA,Closed Lost,New Business / Add-on,Israel
0012w00000Lz0fDAAR,2177800,12-04-2020 00:00,0-25,Computer Software,Employee Referral,Opportunity for Walters765,Alliances,EMEA,Prospecting,New Business,United Arab Emirates
0012w00000Lz0aMAAR,1138360,14-04-2020 00:00,26-200,Computer Software,Trade Show,Opportunity for Elliott770,BDR,EMEA,Closed Lost,New Business,Australia
0012w00000Lz0fsAAB,1935980,15-04-2020 00:00,Over 201,Travel,Employee Referral,Opportunity for Malone772,Alliances,APAC,Prospecting,New Business / Add-on,Belgium
0012w00000Lz0VVAAZ,374505,17-04-2020 00:00,Over 201,Computer Software,Word of mouth,Opportunity for Waters780,BDR,EMEA,Prospecting,Existing Business,United States of America
0012w00000Lz0e5AAB,1188240,20-04-2020 00:00,26-200,Computer Software,Word of mouth,Opportunity for Beck1148,AE,EMEA,Closed Lost,New Business / Add-on,Austria
0012w00000Lz0XdAAJ,196200,24-04-2020 00:00,Over 201,Travel,Employee Referral,Opportunity for Lloyd1165,AE,APAC,Prospecting,New Business / Add-on,China
0012w00000Lz0baAAB,2560600,29-04-2020 00:00,Over 201,Travel,Employee Referral,Opportunity for Medina1531,Alliances,APAC,Prospecting,New Business / Add-on,United Arab Emirates
0012w00000Lz0V2AAJ,2440900,30-04-2020 00:00,Over 201,Travel,Trade Show,Opportunity for Hill1534,AE,APAC,Closed Lost,New Business / Add-on,Austria
0012w00000Lz0elAAB,165000,21-05-2020 00:00,Over 201,Computer Software,Employee Referral,Opportunity for Harrison791,Marketing,EMEA,Prospecting,New Business / Add-on,Belgium
0012w00000Lz0VqAAJ,116360,11-06-2020 00:00,26-200,Computer Software,Advertisement,Opportunity for Mitchell1555,BDR,EMEA,Prospecting,New Business / Add-on,Australia
0012w00000Lz0eJAAR,236610,15-06-2020 00:00,Over 201,Computer Software,Employee Referral,Opportunity for Griffin1933,Marketing,EMEA,Qualification,New Business / Add-on,Israel
0012w00000Lz0eQAAR,1551780,19-06-2020 00:00,26-200,Computer Software,Employee Referral,Opportunity for Waters1946,Marketing,EMEA,Negotiation/Review,New Business / Add-on,Belarus
0012w00000Lz0f6AAB,90274,24-06-2020 00:00,Over 201,Computer Software,Partner,Opportunity for Beck451,AE,EMEA,Negotiation/Review,New Business,Russia
0012w00000Lz0cHAAR,1740500,13-07-2020 00:00,Over 201,Computer Software,Trade Show,Opportunity for Owens1201,BDR,EMEA,Negotiation/Review,New Business,China
0012w00000Lz0TvAAJ,16485,11-01-2020 00:00,Over 201,Computer Software,Web,Opportunity for Stewart887,BDR,EMEA,Prospecting,New Business / Add-on,Israel
0012w00000Lz0ftAAB,761000,31-01-2020 00:00,0-25,Computer Software,Trade Show,Opportunity for Bryant543,Marketing,EMEA,Qualification,New Business / Add-on,Belgium
0012w00000Lz0i9AAB,254500,01-02-2020 00:00,26-200,Computer Software,Employee Referral,Opportunity for Wong544,BDR,EMEA,Qualification,New Business,Austria
0012w00000Lz0YmAAJ,173566,03-02-2020 00:00,Over 201,Computer Software,Employee Referral,Opportunity for Watkins896,AE,EMEA,Prospecting,New Business,Israel
0012w00000Lz0jHAAR,1406000,08-02-2020 00:00,0-25,Computer Software,Employee Referral,Opportunity for Morales903,AE,EMEA,Closed Lost,New Business / Add-on,Austria
0012w00000Lz0b8AAB,421000,02-03-2020 00:00,26-200,Travel,Employee Referral,Opportunity for Barton1670,BDR,APAC,Closed Lost,New Business / Add-on,United Arab Emirates
0012w00000Lz0YYAAZ,1313950,22-03-2020 00:00,26-200,Computer Software,Word of mouth,Opportunity for Johnson1307,Marketing,EMEA,Closed Lost,Existing Business,Austria
0012w00000Lz0jVAAR,363453,24-03-2020 00:00,26-200,Computer Software,Web,Opportunity for Gutierrez1322,AE,EMEA,Prospecting,Existing Business,Belarus
0012w00000Lz0cqAAB,214100,26-03-2020 00:00,Over 201,Computer Software,Partner,Opportunity for Blair1326,Alliances,EMEA,Prospecting,New Business / Add-on,Russia
0012w00000Lz0YQAAZ,2254450,05-04-2020 00:00,26-200,Travel,Public Relations,Opportunity for Hunt578,AE,APAC,Closed Lost,New Business,Belarus
0012w00000Lz0dIAAR,1635400,10-04-2020 00:00,0-25,Computer Software,Employee Referral,Opportunity for Dunn946,AE,EMEA,Closed Lost,New Business / Add-on,Belarus
0012w00000Lz0jOAAR,694000,19-04-2020 00:00,26-200,Computer Software,Public Relations,Opportunity for Jackson959,AE,EMEA,Proposal/Price Quote,New Business,Belgium
0012w00000Lz0V9AAJ,460956,29-04-2020 00:00,0-25,Travel,Employee Referral,Opportunity for Gibbs1339,BDR,APAC,Prospecting,Existing Business,United States of America
0012w00000Lz0TvAAJ,1771150,10-05-2020 00:00,Over 201,Computer Software,Public Relations,Opportunity for Duncan1725,Marketing,EMEA,Closed Lost,Existing Business,India
0012w00000Lz0gZAAR,33360,17-05-2020 00:00,0-25,Computer Software,Public Relations,Opportunity for Johnston601,Marketing,EMEA,Needs Analysis,New Business / Add-on,United Arab Emirates
0012w00000Lz0d4AAB,9405,26-05-2020 00:00,26-200,Computer Software,Seminar - Internal,Opportunity for Porter991,BDR,EMEA,Closed Won,New Business,Australia
0012w00000Lz0YmAAJ,347730,03-06-2020 00:00,Over 201,Computer Software,Employee Referral,Opportunity for Ferguson1365,BDR,EMEA,Negotiation/Review,Existing Business,Belgium
0012w00000Lz0bUAAR,2348890,05-07-2020 00:00,Over 201,Computer Software,Web,Opportunity for Kennedy1017,AE,EMEA,Closed Won,Existing Business,Russia
0012w00000Lz0UNAAZ,110360,12-07-2020 00:00,0-25,Computer Software,Word of mouth,Opportunity for Griffin1384,AE,EMEA,Closed Won,New Business,United States of America
0012w00000Lz0VjAAJ,6451210,17-07-2020 00:00,0-25,Computer Software,Advertisement,Opportunity for Sanders1392,Marketing,EMEA,Closed Won,New Business / Add-on,India
