AnlyTxHack__ExternalAccountId__c,AMOUNT,CLOSEDATE,AnlyTxHack__Company_Size__c,AnlyTxHack__Country__c,AnlyTxHack__Industry_Type__c,LEADSOURCE,NAME,STAGENAME,TYPE
0012w00000LRfvYAAT,1269390,2020-09-13,Over 201,United Arab Emirates,Computer Software,Public Relations,Opportunity for Paul1992,Value Proposition,New Business
0012w00000LRfpqAAD,252545,2020-09-13,Over 201,The United Kingdom,Construction,Partner,Opportunity for Luna1331,Closed Won,New Business
0012w00000LRfn4AAD,326160,2020-09-13,Over 201,Austria,Consumer Goods,Word of mouth,Opportunity for Gill1167,Closed Won,New Business
0012w00000LRfgTAAT,261400,2020-09-13,Over 201,United States of America,Manufacturing,Word of mouth,Opportunity for Sharp1336,Proposal/Price Quote,New Business
0012w00000LRftyAAD,736250,2020-09-13,Over 201,Russia,Consumer Goods,Web,Opportunity for Ramirez671,Closed Won,Existing Business
0012w00000LRftRAAT,2022400,2020-09-13,Over 201,Australia,Travel,Employee Referral,Opportunity for Lloyd1165,Prospecting,New Business / Add-on
0012w00000LRfqgAAD,2855840,2020-09-14,Over 201,Russia,Construction,Employee Referral,Opportunity for Ramirez108,Closed Lost,New Business
0012w00000LRfgYAAT,281700,2020-09-14,Over 201,United States of America,Entertainment,Advertisement,Opportunity for Burton1994,Prospecting,New Business / Add-on
0012w00000LRfukAAD,3055100,2020-09-14,Over 201,Belarus,Travel,Employee Referral,Opportunity for Gross1521,Closed Lost,New Business / Add-on
0012w00000LRfmBAAT,3251640,2020-09-14,26-200,Canada,Manufacturing,Employee Referral,Opportunity for Brown672,Value Proposition,Existing Business
0012w00000LRfgdAAD,2124300,2020-09-14,26-200,Austria,Travel,Employee Referral,Opportunity for Campbell1166,Perception Analysis,New Business / Add-on
0012w00000LRfmlAAD,2101255,2020-09-14,26-200,India,Entertainment,Employee Referral,Opportunity for Shaw1337,Qualification,New Business
0012w00000LRfvJAAT,1314400,2020-09-14,Over 201,Russia,Entertainment,Trade Show,Opportunity for Malone1334,Closed Lost,New Business / Add-on
0012w00000LRfsTAAT,65070,2020-09-15,26-200,Canada,Consumer Goods,Employee Referral,Opportunity for Jones110,Closed Lost,New Business / Add-on
0012w00000LRfuBAAT,2728890,2020-09-15,Over 201,Israel,Construction,Web,Opportunity for Barton675,Closed Lost,New Business / Add-on
0012w00000LRfgTAAT,296805,2020-09-15,Over 201,Canada,Manufacturing,Word of mouth,Opportunity for Sharp1336,Proposal/Price Quote,New Business
0012w00000LRfoOAAT,460956,2020-09-15,Over 201,The United Kingdom,Manufacturing,Web,Opportunity for Guzman1338,Closed Won,New Business / Add-on
0012w00000LRfn4AAD,1405500,2020-09-15,Over 201,Belarus,Consumer Goods,Word of mouth,Opportunity for Gill1167,Closed Won,New Business
0012w00000LRfw1AAD,2717500,2020-09-15,Over 201,United States of America,Travel,Word of mouth,Opportunity for Santiago1997,Prospecting,New Business
0012w00000LRftkAAD,2560600,2020-09-15,Over 201,Brazil,Health Care,Employee Referral,Opportunity for Martinez1527,Closed Won,New Business
0012w00000LRfkHAAT,1498260,2020-09-16,26-200,Israel,Consumer Goods,Word of mouth,Opportunity for Adkins111,Closed Lost,Existing Business
0012w00000LRfk0AAD,559580,2020-09-16,Over 201,India,Consumer Goods,Advertisement,Opportunity for Spencer490,Value Proposition,New Business
0012w00000LRfukAAD,329425,2020-09-16,Over 201,Israel,Travel,Employee Referral,Opportunity for Gross1521,Closed Lost,New Business / Add-on
0012w00000LRfliAAD,2440900,2020-09-16,Over 201,Belarus,Travel,Employee Referral,Opportunity for Medina1531,Prospecting,New Business / Add-on
0012w00000LRfmZAAT,3426450,2020-09-16,0-25,Brazil,Travel,Employee Referral,Opportunity for Gibbs1339,Prospecting,Existing Business
0012w00000LRfklAAD,430330,2020-09-16,Over 201,Australia,Entertainment,Word of mouth,Opportunity for Duncan681,Needs Analysis,New Business
0012w00000LRfmlAAD,2288250,2020-09-16,26-200,Israel,Entertainment,Employee Referral,Opportunity for Shaw1337,Closed Lost,New Business
0012w00000LRfiBAAT,140105,2020-09-17,Over 201,Australia,Construction,Partner,Opportunity for Lynch113,Closed Won,New Business
0012w00000LRfo6AAD,2684465,2020-09-17,Over 201,Austria,Construction,Trade Show,Opportunity for Manning1045,Closed Won,New Business / Add-on
0012w00000LRfoOAAT,2550000,2020-09-17,Over 201,Australia,Manufacturing,Web,Opportunity for Guzman1338,Closed Won,New Business / Add-on
0012w00000LRfmSAAT,1132600,2020-09-17,Over 201,Belarus,Travel,Trade Show,Opportunity for Hill1534,Closed Lost,New Business / Add-on
0012w00000LRfk0AAD,3526355,2020-09-17,Over 201,Russia,Consumer Goods,Partner,Opportunity for Chavez1340,Qualification,New Business
0012w00000LRftFAAT,1023320,2020-09-17,26-200,India,Travel,Trade Show,Opportunity for Wilkerson493,Prospecting,New Business
0012w00000LRftkAAD,32400,2020-09-17,Over 201,Australia,Health Care,Employee Referral,Opportunity for Martinez1527,Closed Won,New Business
0012w00000LRfmZAAT,459280,2020-09-18,0-25,Russia,Travel,Employee Referral,Opportunity for Gibbs1339,Closed Lost,Existing Business
0012w00000LRfqBAAT,286073,2020-09-18,26-200,Belarus,Manufacturing,Employee Referral,Opportunity for Peterson1536,Closed Won,New Business
0012w00000LRfr4AAD,1010900,2020-09-18,26-200,Austria,Construction,Trade Show,Opportunity for Carroll233,Needs Analysis,New Business / Add-on
0012w00000LRfmcAAD,105210,2020-09-18,26-200,Belarus,Construction,Web,Opportunity for Colon1047,Closed Won,New Business / Add-on
0012w00000LRfuXAAT,363901,2020-09-18,0-25,Canada,Construction,Partner,Opportunity for Walker1342,Closed Won,New Business
0012w00000LRfliAAD,240747,2020-09-18,Over 201,Austria,Travel,Employee Referral,Opportunity for Medina1531,Prospecting,New Business / Add-on
0012w00000LRfhNAAT,104760,2020-09-18,Over 201,The United Kingdom,Entertainment,Advertisement,Opportunity for Lyons494,Prospecting,New Business
0012w00000LRfkWAAT,2386625,2020-09-19,26-200,Brazil,Consumer Goods,Partner,Opportunity for Simon1538,Closed Won,New Business
0012w00000LRfr1AAD,3847700,2020-09-19,26-200,Belarus,Construction,Word of mouth,Opportunity for Murphy234,Closed Won,Existing Business
0012w00000LRfnkAAD,2367210,2020-09-19,26-200,Russia,Construction,Employee Referral,Opportunity for Smith497,Value Proposition,New Business / Add-on
0012w00000LRfk0AAD,128265,2020-09-19,Over 201,Austria,Consumer Goods,Partner,Opportunity for Chavez1340,Qualification,New Business
0012w00000LRfgjAAD,1429760,2020-09-19,Over 201,Israel,Manufacturing,Seminar - Internal,Opportunity for Sanders1345,Closed Won,Existing Business
0012w00000LRfkyAAD,63600,2020-09-19,Over 201,Canada,Travel,Partner,Opportunity for McKenzie1054,Prospecting,Existing Business
0012w00000LRfmSAAT,21640,2020-09-19,Over 201,Belarus,Travel,Trade Show,Opportunity for Hill1534,Prospecting,New Business / Add-on
0012w00000LRfw9AAD,45265,2020-09-20,26-200,Belgium,Manufacturing,Web,Opportunity for Glover1542,Negotiation/Review,New Business
0012w00000LRftqAAD,257198,2020-09-20,Over 201,Brazil,Construction,Advertisement,Opportunity for Butler235,Closed Lost,Existing Business
0012w00000LRfgLAAT,327145,2020-09-20,26-200,Canada,Manufacturing,Public Relations,Opportunity for Reeves502,Perception Analysis,New Business / Add-on
0012w00000LRfsWAAT,16843,2020-09-20,26-200,Brazil,Manufacturing,Partner,Opportunity for Vega1066,Value Proposition,New Business / Add-on
0012w00000LRfqBAAT,1249000,2020-09-20,26-200,Austria,Manufacturing,Employee Referral,Opportunity for Peterson1536,Closed Won,New Business
0012w00000LRfuXAAT,79550,2020-09-20,0-25,Belarus,Construction,Partner,Opportunity for Walker1342,Closed Won,New Business
0012w00000LRftvAAD,181882,2020-09-20,0-25,Belgium,Travel,Advertisement,Opportunity for Sparks1346,Closed Lost,New Business / Add-on
0012w00000LRfqgAAD,620200,2020-09-21,Over 201,Belgium,Construction,Employee Referral,Opportunity for Rodgers237,Closed Won,New Business / Add-on
0012w00000LRfohAAD,680,2020-09-21,Over 201,Belgium,Computer Software,Public Relations,Opportunity for Owen1424,Closed Won,New Business
0012w00000LRfkWAAT,754640,2020-09-21,26-200,Belarus,Consumer Goods,Partner,Opportunity for Simon1538,Closed Won,New Business
0012w00000LRfgjAAD,3513380,2020-09-21,Over 201,Brazil,Manufacturing,Seminar - Internal,Opportunity for Sanders1345,Closed Won,Existing Business
0012w00000LRfgkAAD,632960,2020-09-21,0-25,Brazil,Travel,Public Relations,Opportunity for Edwards1901,Closed Lost,New Business / Add-on
0012w00000LRfqEAAT,2250950,2020-09-21,26-200,Australia,Construction,Advertisement,Opportunity for Hart1350,Closed Won,New Business
0012w00000LRfrGAAT,1641600,2020-09-21,Over 201,Israel,Health Care,Partner,Opportunity for Pope508,Closed Won,New Business / Add-on
0012w00000LRftvAAD,3555960,2020-09-22,0-25,Canada,Travel,Advertisement,Opportunity for Sparks1346,Closed Lost,New Business / Add-on
0012w00000LRfv3AAD,256275,2020-09-22,0-25,China,Construction,Seminar - Internal,Opportunity for Willis238,Closed Won,New Business
0012w00000LRfuZAAT,1224345,2020-09-22,Over 201,China,Entertainment,Trade Show,Opportunity for Love1426,Perception Analysis,New Business
0012w00000LRfw9AAD,243450,2020-09-22,26-200,Brazil,Manufacturing,Web,Opportunity for Glover1542,Negotiation/Review,New Business
0012w00000LRfhZAAT,1214160,2020-09-22,Over 201,Austria,Construction,Trade Show,Opportunity for Johnson1707,Closed Lost,New Business / Add-on
0012w00000LRfpYAAT,1132470,2020-09-22,Over 201,India,Travel,Employee Referral,Opportunity for Fernandez851,Closed Lost,Existing Business
0012w00000LRfrVAAT,341390,2020-09-22,26-200,Austria,Health Care,Word of mouth,Opportunity for Keller977,Closed Won,New Business / Add-on
0012w00000LRfmOAAT,234750,2020-09-22,0-25,China,Health Care,Employee Referral,Opportunity for Stevenson1907,Closed Won,New Business / Add-on
0012w00000LRfupAAD,3498250,2020-09-22,Over 201,Russia,Health Care,Employee Referral,Opportunity for Gordon1919,Closed Won,New Business
0012w00000LRfuEAAT,3263870,2020-09-22,0-25,Belgium,Health Care,Public Relations,Opportunity for Parks1244,Closed Won,Existing Business
0012w00000LRfuaAAD,377400,2020-09-22,Over 201,China,Health Care,Word of mouth,Opportunity for Hall1246,Closed Won,New Business / Add-on
0012w00000LRfvzAAD,3298750,2020-09-22,26-200,United States of America,Health Care,Seminar - Internal,Opportunity for Morton1251,Closed Won,New Business
0012w00000LRfvjAAD,115790,2020-09-22,0-25,India,Health Care,Employee Referral,Opportunity for Delgado1258,Closed Won,New Business / Add-on
0012w00000LRfmOAAT,4212140,2020-09-22,0-25,Belgium,Health Care,Employee Referral,Opportunity for Stevenson1907,Closed Won,New Business / Add-on
0012w00000LRfupAAD,2868400,2020-09-22,Over 201,The United Kingdom,Health Care,Employee Referral,Opportunity for Gordon1919,Closed Won,New Business
0012w00000LRfgiAAD,2649820,2020-09-22,Over 201,India,Health Care,Trade Show,Opportunity for Keller1431,Closed Won,New Business
0012w00000LRfspAAD,1032800,2020-09-23,26-200,Australia,Consumer Goods,Trade Show,Opportunity for Gordon852,Value Proposition,New Business / Add-on
0012w00000LRfqEAAT,96977,2020-09-23,26-200,Belgium,Construction,Advertisement,Opportunity for Hart1350,Closed Won,New Business
0012w00000LRfucAAD,2983800,2020-09-23,26-200,United Arab Emirates,Travel,Partner,Opportunity for Padilla247,Closed Lost,New Business / Add-on
0012w00000LRfhoAAD,1489210,2020-09-23,Over 201,Belarus,Travel,Partner,Opportunity for Parker1715,Perception Analysis,New Business / Add-on
0012w00000LRfgkAAD,363400,2020-09-23,0-25,The United Kingdom,Travel,Public Relations,Opportunity for Edwards1901,Closed Lost,New Business / Add-on
0012w00000LRfkXAAT,2721300,2020-09-23,Over 201,United Arab Emirates,Entertainment,Trade Show,Opportunity for Aguilar1908,Qualification,Existing Business
0012w00000LRfqUAAT,201572,2020-09-23,0-25,United Arab Emirates,Entertainment,Trade Show,Opportunity for Flowers1427,Needs Analysis,New Business / Add-on
0012w00000LRfkpAAD,1238650,2020-09-24,Over 201,United States of America,Computer Software,Web,Opportunity for Anderson1911,Closed Lost,New Business / Add-on
0012w00000LRfnlAAD,289140,2020-09-24,0-25,United Arab Emirates,Consumer Goods,Employee Referral,Opportunity for Barnett252,Closed Lost,Existing Business
0012w00000LRflaAAD,439380,2020-09-24,Over 201,Austria,Manufacturing,Web,Opportunity for Atkins860,Closed Lost,Existing Business
0012w00000LRfjTAAT,386375,2020-09-24,Over 201,United States of America,Computer Software,Partner,Opportunity for Hoffman1430,Closed Lost,Existing Business
0012w00000LRfk0AAD,5335150,2020-09-24,Over 201,United Arab Emirates,Consumer Goods,Employee Referral,Opportunity for Erickson1716,Closed Won,New Business / Add-on
0012w00000LRfhZAAT,644000,2020-09-24,Over 201,China,Construction,Trade Show,Opportunity for Johnson1707,Closed Lost,New Business / Add-on
0012w00000LRfo6AAD,913240,2020-09-25,Over 201,India,Construction,Advertisement,Opportunity for Chandler1913,Closed Won,New Business / Add-on
0012w00000LRfuYAAT,1459175,2020-09-25,26-200,Belarus,Consumer Goods,Web,Opportunity for Gordon872,Closed Lost,New Business / Add-on
0012w00000LRfhoAAD,802000,2020-09-25,Over 201,United Arab Emirates,Travel,Partner,Opportunity for Parker1715,Perception Analysis,New Business / Add-on
0012w00000LRfi2AAD,86570,2020-09-25,0-25,Brazil,Travel,Employee Referral,Opportunity for Lewis1718,Negotiation/Review,New Business
0012w00000LRfqpAAD,1259840,2020-09-25,0-25,United States of America,Entertainment,Advertisement,Opportunity for Cooper256,Prospecting,Existing Business
0012w00000LRfkXAAT,2305550,2020-09-25,Over 201,China,Entertainment,Trade Show,Opportunity for Aguilar1908,Qualification,Existing Business
0012w00000LRfkpAAD,2660660,2020-09-26,Over 201,United Arab Emirates,Computer Software,Web,Opportunity for Anderson1911,Closed Lost,New Business / Add-on
0012w00000LRfqwAAD,1771150,2020-09-26,26-200,United States of America,Entertainment,Advertisement,Opportunity for French1719,Value Proposition,New Business
0012w00000LRfv3AAD,773640,2020-09-26,0-25,India,Construction,Trade Show,Opportunity for Campbell329,Closed Won,New Business
0012w00000LRfk0AAD,1423890,2020-09-26,Over 201,United States of America,Consumer Goods,Employee Referral,Opportunity for Erickson1716,Closed Won,New Business / Add-on
0012w00000LRfuhAAD,3072000,2020-09-26,26-200,The United Kingdom,Entertainment,Word of mouth,Opportunity for Walsh1918,Prospecting,New Business / Add-on
0012w00000LRfryAAD,313200,2020-09-26,Over 201,Brazil,Entertainment,Trade Show,Opportunity for Rogers1242,Closed Lost,New Business
0012w00000LRfrzAAD,1979000,2020-09-26,Over 201,The United Kingdom,Health Care,Employee Referral,Opportunity for Allison1432,Closed Won,New Business
0012w00000LRfpWAAT,1183700,2020-09-27,Over 201,Russia,Construction,Web,Opportunity for Dixon1438,Needs Analysis,New Business
0012w00000LRfo6AAD,309938,2020-09-27,Over 201,United States of America,Construction,Advertisement,Opportunity for Chandler1913,Closed Won,New Business / Add-on
0012w00000LRfiAAAT,1415700,2020-09-27,Over 201,India,Computer Software,Public Relations,Opportunity for Duncan1725,Closed Won,Existing Business
0012w00000LRflaAAD,1567780,2020-09-27,Over 201,The United Kingdom,Manufacturing,Advertisement,Opportunity for Reynolds330,Closed Lost,New Business / Add-on
0012w00000LRfi2AAD,2183750,2020-09-27,0-25,India,Travel,Employee Referral,Opportunity for Lewis1718,Negotiation/Review,New Business
0012w00000LRfpQAAT,2894390,2020-09-28,Over 201,Canada,Computer Software,Partner,Opportunity for Chandler1439,Closed Lost,Existing Business
0012w00000LRfmgAAD,526200,2020-09-28,0-25,Russia,Manufacturing,Employee Referral,Opportunity for Fletcher332,Needs Analysis,New Business / Add-on
0012w00000LRfqwAAD,1043830,2020-09-28,26-200,The United Kingdom,Entertainment,Advertisement,Opportunity for French1719,Value Proposition,New Business
0012w00000LRflbAAD,1840000,2020-09-28,Over 201,China,Travel,Word of mouth,Opportunity for Leonard584,Closed Lost,Existing Business
0012w00000LRfuhAAD,1589440,2020-09-28,26-200,India,Entertainment,Word of mouth,Opportunity for Walsh1918,Closed Lost,New Business / Add-on
0012w00000LRfu0AAD,551580,2020-09-28,0-25,Canada,Health Care,Partner,Opportunity for White1920,Closed Won,New Business
0012w00000LRftrAAD,358100,2020-09-29,Over 201,Israel,Consumer Goods,Partner,Opportunity for Powers1925,Closed Won,New Business / Add-on
0012w00000LRfkiAAD,1722250,2020-09-29,26-200,United Arab Emirates,Computer Software,Advertisement,Opportunity for Cole1249,Closed Won,New Business / Add-on
0012w00000LRfrfAAD,847450,2020-09-29,26-200,The United Kingdom,Travel,Trade Show,Opportunity for Santiago590,Prospecting,Existing Business
0012w00000LRfslAAD,3612800,2020-09-29,26-200,Canada,Manufacturing,Employee Referral,Opportunity for Shaw336,Closed Won,New Business / Add-on
0012w00000LRfiAAAT,3712300,2020-09-29,Over 201,Russia,Computer Software,Public Relations,Opportunity for Duncan1725,Closed Won,Existing Business
0012w00000LRfh3AAD,1471800,2020-09-29,Over 201,Israel,Consumer Goods,Employee Referral,Opportunity for Conner1442,Closed Won,Existing Business
0012w00000LRflbAAD,18900,2020-09-30,Over 201,Israel,Travel,Word of mouth,Opportunity for Leonard584,Closed Lost,Existing Business
0012w00000LRftjAAD,1316850,2020-09-30,Over 201,Australia,Entertainment,Employee Referral,Opportunity for Lloyd424,Closed Lost,New Business
0012w00000LRfo1AAD,318600,2020-09-30,Over 201,Russia,Entertainment,Word of mouth,Opportunity for Morton591,Qualification,New Business / Add-on
0012w00000LRfifAAD,2210350,2020-09-30,0-25,United States of America,Travel,Partner,Opportunity for Roy337,Closed Lost,New Business
0012w00000LRfoVAAT,3504960,2020-10-01,0-25,Canada,Manufacturing,Trade Show,Opportunity for Becker221,Qualification,New Business / Add-on
0012w00000LRfq9AAD,3154620,2020-10-01,Over 201,Russia,Entertainment,Employee Referral,Opportunity for Salazar953,Needs Analysis,New Business
0012w00000LRfiKAAT,1252596,2020-10-01,Over 201,Brazil,Consumer Goods,Seminar - Internal,Opportunity for Stokes949,Closed Won,Existing Business
0012w00000LRfiSAAT,2903970,2020-10-01,26-200,Belgium,Computer Software,Trade Show,Opportunity for Elliott770,Closed Won,New Business
0012w00000LRfgnAAD,4718550,2020-10-01,0-25,Brazil,Computer Software,Employee Referral,Opportunity for Walters765,Closed Won,New Business
0012w00000LRfq2AAD,22680,2020-10-01,Over 201,The United Kingdom,Travel,Advertisement,Opportunity for Paul1791,Prospecting,New Business
0012w00000LRfrrAAD,5649612,2020-10-01,Over 201,The United Kingdom,Entertainment,Partner,Opportunity for Bass1237,Closed Lost,New Business / Add-on
0012w00000LRfkAAAT,3124968,2020-10-02,26-200,Russia,Consumer Goods,Web,Opportunity for Barton1587,Closed Lost,New Business / Add-on
0012w00000LRfgoAAD,4454760,2020-10-02,0-25,Belgium,Construction,Partner,Opportunity for Bryant952,Closed Won,New Business / Add-on
0012w00000LRfhvAAD,523152,2020-10-02,Over 201,Australia,Travel,Employee Referral,Opportunity for Malone772,Prospecting,New Business / Add-on
0012w00000LRfl6AAD,1862850,2020-10-02,Over 201,Brazil,Computer Software,Public Relations,Opportunity for Andrews1792,Closed Won,New Business / Add-on
0012w00000LRfrHAAT,2002200,2020-10-02,Over 201,Belgium,Manufacturing,Partner,Opportunity for Drake768,Closed Won,Existing Business
0012w00000LRfokAAD,559200,2020-10-02,Over 201,Canada,Entertainment,Employee Referral,Opportunity for Alexander954,Closed Lost,Existing Business
0012w00000LRfuaAAD,6699300,2020-10-02,Over 201,Israel,Health Care,Partner,Opportunity for McCoy227,Closed Won,New Business / Add-on
0012w00000LRfubAAD,2213040,2020-10-03,Over 201,Australia,Manufacturing,Public Relations,Opportunity for Lee231,Closed Lost,New Business
0012w00000LRfkNAAT,997320,2020-10-03,Over 201,Canada,Construction,Web,Opportunity for Kelley1593,Closed Won,New Business
0012w00000LRfq9AAD,22680,2020-10-03,Over 201,Israel,Entertainment,Employee Referral,Opportunity for Salazar953,Needs Analysis,New Business
0012w00000LRfvTAAT,411600,2020-10-03,Over 201,Belgium,Consumer Goods,Web,Opportunity for Guzman1793,Closed Won,New Business / Add-on
0012w00000LRfiSAAT,236850,2020-10-03,26-200,China,Computer Software,Trade Show,Opportunity for Elliott770,Closed Won,New Business
0012w00000LRft5AAD,449406,2020-10-03,0-25,China,Entertainment,Trade Show,Opportunity for Hoffman774,Closed Lost,New Business
0012w00000LRfvzAAD,1748880,2020-10-03,26-200,Israel,Health Care,Employee Referral,Opportunity for Dennis956,Closed Won,New Business
0012w00000LRfnhAAD,20400,2020-10-04,Over 201,Austria,Manufacturing,Public Relations,Opportunity for Burns308,Closed Lost,Existing Business
0012w00000LRflQAAT,1954560,2020-10-04,26-200,Australia,Consumer Goods,Trade Show,Opportunity for Estrada957,Closed Won,New Business
0012w00000LRfnjAAD,1376250,2020-10-04,Over 201,United Arab Emirates,Computer Software,Word of mouth,Opportunity for Waters780,Closed Won,Existing Business
0012w00000LRfpZAAT,636900,2020-10-04,26-200,China,Computer Software,Public Relations,Opportunity for Watson1794,Closed Won,New Business / Add-on
0012w00000LRfiwAAD,299520,2020-10-04,26-200,China,Travel,Word of mouth,Opportunity for Wood1594,Prospecting,New Business
0012w00000LRfhvAAD,749412,2020-10-04,Over 201,Israel,Travel,Employee Referral,Opportunity for Malone772,Closed Won,New Business / Add-on
0012w00000LRfokAAD,1490280,2020-10-04,Over 201,Australia,Entertainment,Employee Referral,Opportunity for Alexander954,Closed Lost,Existing Business
0012w00000LRfkWAAT,1023264,2020-10-05,26-200,Belarus,Consumer Goods,Employee Referral,Opportunity for Smith309,Closed Won,New Business
0012w00000LRfjYAAT,176125.2,2020-10-05,Over 201,Israel,Manufacturing,Partner,Opportunity for Alvarado1597,Prospecting,New Business / Add-on
0012w00000LRfvuAAD,4432800,2020-10-05,26-200,Austria,Construction,Partner,Opportunity for Rodriquez958,Closed Won,New Business / Add-on
0012w00000LRfg4AAD,6508560,2020-10-05,26-200,United States of America,Entertainment,Advertisement,Opportunity for Robbins1143,Closed Lost,New Business
0012w00000LRfqSAAT,1786140,2020-10-05,Over 201,United Arab Emirates,Construction,Word of mouth,Opportunity for Massey1797,Closed Won,New Business / Add-on
0012w00000LRft5AAD,3801900,2020-10-05,0-25,United Arab Emirates,Entertainment,Trade Show,Opportunity for Hoffman774,Closed Lost,New Business
0012w00000LRfvzAAD,5014500,2020-10-05,26-200,Austria,Health Care,Employee Referral,Opportunity for Dennis956,Closed Won,New Business
0012w00000LRfiBAAT,475002,2020-10-06,Over 201,Brazil,Construction,Word of mouth,Opportunity for Pope310,Proposal/Price Quote,Existing Business
0012w00000LRflQAAT,509520,2020-10-06,26-200,Belarus,Consumer Goods,Trade Show,Opportunity for Estrada957,Closed Won,New Business
0012w00000LRfrQAAT,3087150,2020-10-06,26-200,Belarus,Computer Software,Public Relations,Opportunity for Jackson959,Proposal/Price Quote,New Business
0012w00000LRfiAAAT,1782360,2020-10-06,Over 201,India,Computer Software,Employee Referral,Opportunity for Smith1145,Needs Analysis,New Business
0012w00000LRfjMAAT,164160,2020-10-06,Over 201,United States of America,Construction,Web,Opportunity for Nelson1799,Qualification,Existing Business
0012w00000LRfnjAAD,907500,2020-10-06,Over 201,United States of America,Computer Software,Word of mouth,Opportunity for Waters780,Closed Won,Existing Business
0012w00000LRfsqAAD,2661066,2020-10-06,0-25,Australia,Entertainment,Advertisement,Opportunity for Massey1601,Closed Lost,New Business
0012w00000LRfndAAD,1215168,2020-10-07,Over 201,Austria,Construction,Advertisement,Opportunity for Barker1602,Closed Won,Existing Business
0012w00000LRfvuAAD,1786140,2020-10-07,26-200,Brazil,Construction,Partner,Opportunity for Rodriquez958,Closed Won,New Business / Add-on
0012w00000LRfsEAAT,86256,2020-10-07,Over 201,Brazil,Construction,Public Relations,Opportunity for McBride960,Closed Won,New Business
0012w00000LRftwAAD,5564400,2020-10-07,26-200,The United Kingdom,Computer Software,Word of mouth,Opportunity for Beck1148,Closed Won,New Business / Add-on
0012w00000LRfgvAAD,1189620,2020-10-07,Over 201,India,Construction,Employee Referral,Opportunity for Pena1800,Closed Won,New Business
0012w00000LRfg4AAD,138348,2020-10-07,26-200,India,Entertainment,Advertisement,Opportunity for Robbins1143,Closed Lost,New Business
0012w00000LRfrNAAT,19331550,2020-10-07,Over 201,Belgium,Health Care,Employee Referral,Opportunity for Tyler313,Closed Won,Existing Business
0012w00000LRfldAAD,4909056,2020-10-08,0-25,Belarus,Construction,Employee Referral,Opportunity for Cunningham1976,Closed Won,New Business / Add-on
0012w00000LRfrQAAT,205200,2020-10-08,26-200,Belgium,Computer Software,Public Relations,Opportunity for Jackson959,Closed Won,New Business
0012w00000LRfl0AAD,3848976,2020-10-08,Over 201,Russia,Construction,Employee Referral,Opportunity for Santos1154,Needs Analysis,New Business
0012w00000LRfhWAAT,2019822,2020-10-08,26-200,The United Kingdom,Manufacturing,Employee Referral,Opportunity for Pittman658,Closed Won,Existing Business
0012w00000LRfiAAAT,688020,2020-10-08,Over 201,The United Kingdom,Computer Software,Employee Referral,Opportunity for Smith1145,Needs Analysis,New Business
0012w00000LRfmHAAT,356940,2020-10-08,Over 201,Belgium,Health Care,Employee Referral,Opportunity for Jimenez961,Closed Won,New Business
0012w00000LRfsyAAD,427017,2020-10-08,Over 201,United States of America,Health Care,Partner,Opportunity for Hicks1818,Closed Won,New Business / Add-on
0012w00000LRfh5AAD,48720,2020-10-08,0-25,China,Health Care,Partner,Opportunity for McGee320,Closed Won,Existing Business
0012w00000LRfmNAAT,73800,2020-10-09,26-200,Brazil,Entertainment,Word of mouth,Opportunity for Ellis1978,Value Proposition,Existing Business
0012w00000LRfsEAAT,1189620,2020-10-09,Over 201,China,Construction,Public Relations,Opportunity for McBride960,Closed Won,New Business
0012w00000LRfh4AAD,66636,2020-10-09,Over 201,Canada,Entertainment,Word of mouth,Opportunity for Lewis1160,Closed Lost,New Business / Add-on
0012w00000LRftwAAD,596565,2020-10-09,26-200,Russia,Computer Software,Word of mouth,Opportunity for Beck1148,Closed Won,New Business / Add-on
0012w00000LRfhlAAD,5473.2,2020-10-09,26-200,United Arab Emirates,Entertainment,Employee Referral,Opportunity for Olson321,Closed Lost,Existing Business
0012w00000LRfrdAAD,3170625,2020-10-09,Over 201,China,Health Care,Advertisement,Opportunity for Moore962,Closed Won,New Business
0012w00000LRfqxAAD,1313820,2020-10-09,Over 201,Russia,Health Care,Trade Show,Opportunity for Cunningham662,Closed Won,New Business
0012w00000LRfqyAAD,1449552,2020-10-10,Over 201,United States of America,Manufacturing,Employee Referral,Opportunity for Holland322,Closed Won,Existing Business
0012w00000LRfhIAAT,112479.6,2020-10-10,0-25,Belgium,Manufacturing,Web,Opportunity for Wade966,Closed Lost,New Business
0012w00000LRfl0AAD,6199440,2020-10-10,Over 201,Canada,Construction,Employee Referral,Opportunity for Santos1154,Needs Analysis,New Business
0012w00000LRfqJAAT,64908,2020-10-10,26-200,Russia,Travel,Web,Opportunity for Perkins665,Closed Won,Existing Business
0012w00000LRfgJAAT,235440,2020-10-10,Over 201,Israel,Entertainment,Web,Opportunity for Allen1162,Closed Won,Existing Business
0012w00000LRfpFAAT,4284240,2020-10-10,26-200,Belgium,Entertainment,Web,Opportunity for McLaughlin1979,Closed Won,New Business
0012w00000LRfmHAAT,2524777.5,2020-10-10,Over 201,United Arab Emirates,Health Care,Employee Referral,Opportunity for Jimenez961,Closed Won,New Business
0012w00000LRftRAAT,2972730,2020-10-11,Over 201,Austria,Travel,Employee Referral,Opportunity for Lloyd1165,Closed Won,New Business / Add-on
